id,saleprice
2658,148742.35853237606
2718,169266.1683354578
2414,202630.16250172473
1989,101380.39555306858
625,167171.29231055538
333,97921.40380980633
1327,103251.14547135777
858,149920.3053961752
95,182075.32382435637
1568,152254.77139369008
2482,170332.1753336029
1364,115801.62142226509
2584,150739.88070514455
818,304814.6324036266
2673,136755.15156961305
2089,106397.54643089676
1297,141436.95274793525
790,121395.74422162099
2616,175064.71444604764
720,205611.36753665906
222,141968.69108888635
557,126656.87503571656
1148,209325.32514743792
2766,160794.79710028047
534,174715.90540923105
1452,106632.20089807565
630,136071.28736312262
2648,130788.51120517109
125,161162.79130804405
1904,56826.99235929913
1670,104148.7120579266
756,102606.66951400928
717,268599.9559575557
1032,158553.45738896064
852,228141.97270914743
1731,200856.20085236343
2639,117909.09748279394
2071,80215.13586028898
1267,114717.7600430843
1851,194259.20845222194
567,138008.47177122376
2439,203887.99212219042
1898,148774.75066386035
647,127616.03984397187
2256,223508.26779084624
979,96747.09768196172
1444,219843.44660484733
2485,101935.65535882299
157,128962.83823427951
88,118495.30599671091
2003,100555.37457750927
186,232016.6254300818
1425,261621.40389668423
2695,124213.99541446102
738,92668.23999699252
395,152057.05363021983
1353,175508.2462022662
1878,139159.36185632425
390,161487.95522640145
1456,231973.94192696776
1103,315451.7744099771
1387,135412.7085538245
2070,145909.32944379252
1199,185266.41835973732
2479,171892.8346707514
501,323441.5079600503
2362,87565.70205527463
1718,201463.3754160179
2188,86044.91560756689
1483,135134.98503128986
2557,87259.42101107024
437,352493.26091595023
2224,188281.93631044764
1628,158166.75138060772
397,133311.97464195633
587,199846.21006690257
2182,733829.8724856129
971,139535.34331245028
2611,125902.55586130853
1887,83300.8646489935
2399,373516.01163742197
2148,208280.94416902086
304,100964.39116178558
1997,132619.90842008317
2817,151277.28211307724
1431,204334.81837073655
427,357195.18836192833
263,118521.4583487935
598,187635.70503719206
2895,252752.42726484488
687,140068.04806204466
1822,133676.13985025825
2191,124413.2469612245
179,112236.88466669706
1009,212995.75955842965
2010,124022.15486492007
1991,134628.2477330379
1411,153162.96275436308
1721,257484.5059761728
1144,188079.86634821427
593,218597.52927834267
575,322582.3281723003
1249,161788.87796645408
1604,123849.87194915398
1064,514688.50024906395
1923,148287.97506491485
1988,93716.7827562337
2325,181541.5711638296
114,204556.23165248096
2700,187021.23006897338
217,115405.96154752887
343,168648.4809547185
386,229936.36147877324
2005,110557.78519188538
2908,125520.51188898727
1814,235566.26534712693
2446,515184.1161711758
208,143706.89492311454
1679,113008.86606797538
822,361168.21926198667
6,191806.57441214437
1781,431661.307346042
2397,286567.1672454686
2340,303674.4957717375
1618,178375.06427269022
2843,150248.04179165838
1061,346692.8213588276
2786,115388.76011487741
1935,139397.2391019186
1341,108072.36872740256
521,283928.84034805634
2136,134557.7935358592
996,192731.22391432698
227,151100.56223370388
135,175176.3353713313
1167,190798.7531232678
294,233297.545390832
1776,196746.65856584458
540,169327.837014467
1717,201461.18635544728
2303,121984.39395598395
116,171863.98568142956
127,149217.79585439299
1371,136972.1537290612
1014,183239.87783807493
1507,80949.76847855024
702,154191.72805161614
750,147713.88491359146
261,146782.22925585805
1559,41208.362580333094
577,244429.60845699022
2812,189976.6754386253
2080,162937.71351106954
1368,89417.92721581743
2376,124362.96675727339
659,97345.02980967211
1235,122663.48030917489
332,80936.2325176559
1917,142262.38206811418
2094,243845.25639465335
1460,262982.10619204125
1471,202840.50691852934
1509,132877.04566075926
1922,128587.9613551433
433,539707.0952823476
460,287360.02045306435
1116,258573.78753315366
1137,172185.0952305576
53,176609.32287072064
2354,262270.9543847005
1475,224191.3900182278
1761,530913.485700633
842,139813.73774827292
2739,178082.18071710021
2509,143768.50668987737
1007,205784.1283244734
2610,175207.13724048194
1952,92976.08489910926
2719,167690.09030564397
2921,81644.59186446044
1966,149653.4187201918
292,134184.0210290539
1204,209180.74841908563
1829,246844.90718407318
2419,170817.1296753944
391,146630.63584982924
798,113699.17461847278
481,196923.62201019976
193,209040.42765707575
555,117199.9928502702
899,50901.49343600719
2357,196520.78410680383
328,122518.55361105598
1356,117858.79612886319
1154,110774.26267586522
1730,167183.14093324752
2249,162741.06604325163
1119,266807.9100250623
2856,127958.84514138757
1394,150505.71510923124
2587,111959.9711922952
61,305930.28477977915
2661,189299.2681165908
2711,124157.43472299486
1147,180598.69892199978
757,129142.23557494873
2623,100659.11908715608
2378,159715.67841140967
1413,93892.01195687448
1722,243615.73536214454
1112,226284.61646913167
1623,194142.7814789351
1201,188399.76617383832
1513,134010.22415607225
957,465478.96823734464
1171,287017.2749651475
1145,195206.61275794503
2726,205263.99542494921
703,139800.3886598678
760,97316.83835482447
1964,165299.5656973563
2512,172297.00736942323
159,147017.39225391293
1281,176504.79512707572
468,173884.50255912077
290,120884.74472456472
665,101029.76673899463
1463,261907.01767179754
1792,215197.99732629827
923,139404.3387517361
500,272386.91487707663
1408,149613.53282910795
331,78757.46114073836
170,153535.53575224878
2192,101583.50216549344
2571,341237.38994032575
2314,181034.48191242054
2647,78523.16573076753
422,443913.9700054602
2457,344119.55092535255
1838,201213.32016569213
2805,242253.51187450485
1645,165832.05178254214
1711,292095.8802886294
2825,252882.0324649806
322,372092.7458883347
2103,270355.7527606418
342,116394.57992292606
600,119566.31971419515
488,180501.33368845397
1725,347066.7558097525
2246,271361.03772620263
2847,154921.61017209518
806,253260.63644398504
530,228317.86690878333
963,183890.45068788697
2678,76174.25210744169
171,78354.60044145216
2401,442594.328140819
805,227390.8068213599
2259,220992.28381549031
1748,196285.64343515155
1361,133940.9605953931
1677,113826.42266197523
1406,154243.37420451565
2322,243222.3480840847
688,157906.86179414892
143,132194.43979943602
804,207343.08648934256
1214,152447.26637841522
2828,137664.35813983588
1999,149553.56811094153
2467,179815.04998022242
2665,153773.79134262254
1538,325816.50423681876
398,115271.22758327983
2822,141964.63352960988
2157,130368.26537610401
1856,167260.29785068048
1269,79606.89812836137
2570,110022.40299554
2320,233615.98906161112
1517,119580.62964119967
2304,107811.82895549615
1312,92050.20875964288
2012,123697.89499600243
506,234468.1485454074
2865,204608.56199993665
2367,105584.08025785844
554,97051.98216643024
238,124845.70820453893
1954,112592.68493122024
2488,105566.48656950955
2291,99539.36834885145
1969,100312.81058202346
2725,159850.5278979544
1482,135134.98503128986
2763,188874.42176814587
503,241765.33391447377
1584,250247.7274624816
1531,146187.65404220778
2210,173232.44226652593
459,365760.20052102656
556,114176.6395561574
1347,134920.8497863236
1290,67912.8376605929
1388,103384.86365317382
1571,342544.5883643386
2754,193087.57974056393
765,150604.44078406482
2494,124562.49349553585
2870,218841.73980619316
7,226356.66466152313
1114,250627.79119172972
2418,275117.43605458055
291,151489.4635995429
18,343835.6809553689
39,396675.16701132606
1001,265100.59218548035
2442,239951.4590952316
616,92338.771824323
2680,35633.53120952657
1414,122743.70672832974
289,160237.58663444268
40,253036.03490900906
860,112128.15111254645
409,123284.60936853313
673,135664.52156118583
2427,177029.8213170705
2036,195026.01884887845
2564,147552.86196646147
642,175687.5724403262
1008,189120.19504249506
1908,175325.5905265765
2519,203921.52140705683
1369,82544.45908231147
2855,165077.89768786344
712,59587.60769553867
1943,122554.18213797525
1958,134773.56562806715
107,160171.95534174918
2295,198125.67900868447
704,93919.11771602834
676,129793.84957262961
259,194556.11468042052
93,284744.70874897635
106,243212.61281738098
2315,187732.87395785103
1050,101624.38627618749
1095,204518.99424282345
2709,140814.88998808613
758,172084.0573569138
1496,158811.99103905313
2370,118462.41407537475
2458,295023.9293716815
2733,140538.16565236094
161,302733.4033976237
726,160068.07209919428
845,217994.90334913286
947,265573.8579498807
2232,103293.42577741251
2563,143297.53710872802
2299,135802.77554522426
211,95135.40240580408
605,156781.51359774353
1478,204903.18815130834
2247,270726.40229609376
2274,189675.53587731003
2869,194283.51881714351
967,208551.568814994
2656,133859.88283026282
667,235604.59559222584
1042,102361.77824182145
2023,164229.98396431707
2447,383516.5029088079
2055,122786.67226458868
2275,301474.07008562674
2204,151267.51878960017
1563,268094.94734578615
483,221759.06801024976
796,136642.79031427728
1526,164733.09531262203
2042,173963.13417486806
442,367020.21414383594
1693,300541.4137533685
1468,223171.28247193852
1430,175678.31271350238
2605,183624.7572701419
1529,193638.735366783
335,143862.95752742203
1287,115912.4066035719
31,101424.3353040624
1785,315969.8119417267
82,154251.72132596065
2620,115619.97857651926
252,181608.8373988194
721,11461.978305327975
2165,185131.2145754752
2316,178315.40809297617
775,138176.99073899363
1558,66481.99508785491
17,213974.27170382952
1022,245219.84687725088
925,107749.92042097854
438,278288.71266271797
1270,155219.82599283772
1272,134968.18135342537
215,135633.049050948
266,227944.52464628156
2402,268699.30174062384
1250,115199.35118844738
1984,90530.39218414943
1279,147853.1766812246
377,253740.1036111905
1252,115497.51857810206
2156,273219.22757374047
499,327723.483809593
1374,135174.76612925908
2898,240858.66703930497
401,105459.53908499054
2721,152459.19447595032
2078,228996.1071052432
2589,126424.79225087061
1946,261531.74121475552
1334,113221.02705907848
2781,226056.57506189507
431,428159.5809587244
576,206748.74779242545
1474,205612.80513274454
2254,134398.74304590718
2155,308368.9932695976
885,105080.0635322619
643,137786.17222176847
1944,149045.61555354466
480,188163.70808479347
2845,109629.44445858314
2387,293369.5179995919
2407,208590.58029506664
2527,171748.792892715
2514,125580.69159407532
629,155226.05710709543
80,206638.84319367225
1876,138103.45243754663
1546,103312.78655448639
2518,165060.45778512157
2347,150645.36200562998
783,205550.70768851234
1322,105107.63095902943
194,87536.28939638204
1770,291299.7627343401
2143,142033.29042395705
1229,226385.4325760019
511,292119.85803716903
46,226627.47549188382
1348,174021.49114189402
2465,177783.10143182345
387,238967.43177821644
873,222582.77350268723
1918,92856.69408019546
2764,241690.31682589639
2184,115829.50623790419
934,151166.1336175463
1920,122195.02960697876
2631,150144.73908572987
1768,620608.5146458651
2040,124194.45215152648
1749,217481.09107907524
834,235594.6558189328
1457,237517.89020415995
79,119491.82401563055
2302,109724.49166511458
1817,150238.15638478554
2755,244076.02222635876
359,191868.35845195764
2059,103863.32145968705
2092,246694.07047326118
2516,242892.89442397142
150,105209.172382166
1656,164410.16676782363
83,81263.93994117987
2411,200128.38260803203
795,87401.02712813983
2312,238875.41327284864
2917,107028.93947271438
1624,170058.87229314842
2215,298547.6619627606
1211,137559.51873362076
1485,137570.73681094107
1024,180026.93543225247
570,203585.5143828871
2874,131349.79488333812
700,172566.82899365813
2756,208257.79170161852
2022,183176.49486059466
583,235691.90863643558
2392,348950.7054118966
2424,183694.89631215765
212,97645.36283260606
736,116364.74813291995
1610,181209.54043466807
890,118778.82223131783
467,167307.3907025077
578,240937.1733646021
1747,189490.72873610543
1149,172226.28640788718
2758,254809.5246994103
857,120532.10717847093
2219,297591.69596609654
733,111940.83588017125
2909,115947.59603674771
1798,247141.817420803
235,160898.71713153052
2366,128804.97263592362
1027,135422.9523875253
1195,125990.74611406558
1303,63702.605343582436
148,184645.48727393616
608,150140.68951781237
2515,185047.90852836688
821,281098.0835898132
2500,275140.3337179527
745,99382.3312082789
741,106951.1828771423
1611,146761.99105507496
2532,124701.9396797404
1081,225671.0644788202
1692,425274.5368691849
2520,185527.22644643576
276,71974.118150504
1992,127134.27047086885
663,103525.18095603252
418,125120.16640285758
1733,194247.3065985822
2359,143868.27522259328
253,201698.26396804716
1518,190183.53564460605
2035,127887.797829163
2919,75737.65035639805
1540,236607.32721425896
2120,148530.52838516858
1674,169277.73514877656
256,138389.95565236895
2361,105148.4659843501
978,100755.24044581658
2280,132975.30659595662
2095,224971.07251302007
1709,310910.0601364711
2801,238539.07106751966
1246,129664.17916754054
2373,98280.56614438132
1055,280262.55771679943
2017,118190.07482820844
1099,285164.68210223527
1344,63400.37965125811
835,200340.306007326
1117,213705.45904638903
2043,84057.9954097029
2085,114280.60332089767
410,148426.75906049527
2650,89560.66198092449
2867,168451.60132839758
1668,110910.17863203143
1161,149279.1524181816
2122,181372.66191830684
2539,134034.81590252902
1047,136905.07637700601
1445,119661.63822444138
541,127642.57224254106
569,237539.08271924
1276,128621.86021042355
918,143405.29622844674
326,161311.9535712785
1936,124377.69412670119
895,82355.50992829674
257,149155.92563858366
1241,167179.22881618008
1545,109372.2196396557
1189,182468.62708398217
270,129868.99196332355
2066,222154.00941246585
693,109810.91704078173
1259,135859.7327147855
2916,138803.69450345682
2321,293780.5550449588
1977,79283.10078569
1895,151063.70633034027
1240,161647.2621720913
85,154835.1087110013
1823,121634.02379728119
825,306386.0569626966
110,234175.68577635539
697,121762.27979734604
2297,105768.16049999694
1231,129977.30319560996
1355,139514.03217063856
968,377697.6573682452
584,217610.78943685384
1315,102363.98406732717
1606,129962.01532145726
206,97018.77636631412
1685,366105.28268197656
2016,119107.12044545279
869,200257.5170255658
2135,122243.28044286583
2346,179828.89589741966
2430,228254.6817531716
2198,97630.39551997525
2652,111164.99862357212
27,115858.92362110106
241,175924.28999882232
906,106357.01427734966
1506,118052.67180841893
2098,352351.1962492722
1435,206052.08521760214
2213,95830.95962289338
1274,142239.42560095573
743,53148.20791244122
1737,207098.77220767929
2797,278320.7976609876
2185,19467.866711489783
58,198267.90931164374
830,206456.3958900218
808,111676.71144728016
680,166084.11930340138
1153,115502.24795310199
1291,121467.28542399828
1818,121456.5539990936
2161,168844.76275891927
1883,95615.12109242001
350,353771.3037970403
2473,137493.77222171868
295,210479.5366332587
293,191769.27348110438
859,134471.774065491
288,99571.390854408
1578,164230.7408237087
102,198066.2294395414
2831,163810.7676682062
1030,155640.4553274429
2551,139478.34896865068
1286,144378.28133235284
958,318004.57064770034
776,127484.5979313876
72,223296.62376821425
2263,246959.9844199146
1866,151296.01556492317
2876,63380.83547998313
2146,256227.58641270333
103,162836.60161726974
1500,130102.13509650987
492,205926.75324350904
167,145403.46084340865
2597,121016.33543687247
2685,108553.54692567846
1035,136381.46235185475
1220,57503.25555117703
2602,162602.80468420725
2159,211460.9493705993
695,165292.75918074953
1109,257343.49773496098
640,167798.38209570234
1652,140396.8473817688
2090,196429.88867574983
1188,169710.3180369644
2345,219203.10032010172
1059,383921.03490519
2751,227998.96519140893
128,230507.36245183356
1523,198931.63222906657
2925,167685.00225090078
2145,316518.0644172665
1121,232244.12513240153
566,299636.7843079493
565,220787.27955043362
1331,140005.93826991192
2928,121686.69245106884
156,143233.13954341476
797,155845.31581729546
327,101098.62580785736
2859,153319.5245934018
1453,108155.58820358783
1762,332562.0320393982
1868,186284.4097792154
1760,178205.4410668628
1113,261364.0369646229
1812,193256.08878643988
117,164378.38014116016
1142,199222.68917853694
2342,401186.0363830036
927,147016.71262101666
2478,183221.76195413494
655,96958.36055648053
2064,117201.71909505202
369,249908.84815817897
2239,119914.84656287452
2732,196951.66128199315
1653,146371.67761646153
959,201521.16497961635
2395,321734.30957703665
1412,111240.9814620118
271,250964.44867231464
1484,138578.4463115415
1497,161024.91386198145
552,154881.44085641718
2,97822.82799814241
1855,319429.38968306844
4,303460.35720766446
2292,147832.97060763423
134,128820.1756093434
646,102066.02712821783
42,322051.2012183048
532,234365.63845620147
713,107629.47291420921
2561,141859.28909558966
2360,138021.25089325913
1333,122046.68795373282
1407,235209.33494465303
2892,296760.3887288037
574,236630.099889027
1227,161628.41047881992
2591,253735.6097668595
1476,221888.32842235954
1125,261074.66625437507
1446,122160.07882552528
408,121587.44561884578
1101,274931.16002272494
2251,205029.08924595627
373,178920.29204895045
2554,132378.2155605415
2382,259604.35804769717
1985,81924.03733017226
519,241087.6628520675
1093,195705.4725373865
864,258393.7934718863
2889,148681.25026116078
2308,179522.56146811825
986,170314.97880034277
1302,135692.7388259704
585,163288.7890052668
2708,141550.95934139538
147,120433.40411291784
1441,232565.41394210502
383,189055.45373077254
285,161242.7546503686
181,97836.25794929995
358,139255.47865553456
780,158614.80034990568
258,205120.5203216785
1865,210703.9213909228
692,116594.99595893137
2902,313437.80830934097
508,266629.5357401291
2638,145471.01162533482
36,153652.7060067521
611,148329.60973622644
2281,148154.4387564772
1678,124586.81197299768
1696,488915.54999807826
1557,20505.36271975169
2180,172535.60549732757
1726,230887.43505990802
951,145154.04390412648
267,221118.56001921452
2706,136756.20194103627
2221,213160.27000995795
1357,167357.07341754675
2901,316401.26622460474
347,196415.4907669428
2164,184970.0637012567
1586,309214.21290148067
360,155025.97450577992
1769,239260.27285983384
2617,122075.69357262805
1879,158865.57394536084
991,207892.5525675328
1535,107038.35148661584
1191,154423.58044424345
1579,195122.08091487098
1882,140876.7853176889
1510,130215.14570296384
2196,186424.39824809297
1845,182278.6000600736
2336,364992.77075455355
942,90800.11363019477
861,128172.45822053851
2555,117570.86091395226
1392,151374.06408649537
2099,269198.83424907044
1543,129251.68157516251
948,270456.2160311798
1239,159080.86484892544
22,183529.75931770474
2796,259737.80958297616
2747,188003.56614723525
92,286221.35702578136
210,159741.59511032893
1858,207916.9197563543
2228,166440.40217649553
447,222246.1589057648
827,256058.34065792558
1649,224033.42844862049
682,136451.39129787948
2698,94276.05354980976
494,181311.41560767614
214,63542.79009204779
2441,232933.4660176282
2679,88313.17802179743
1336,108489.6334260091
465,176626.86171466665
1524,140703.3197030433
2543,113584.26356532113
631,129634.68808983432
2452,308199.58348680753
228,146015.4003783383
126,158483.1317994272
1092,228826.289759668
1122,202124.5480502086
932,197504.61033784976
1980,91646.1237315159
2171,109963.50350169689
551,161500.2904502459
2768,160332.14586853702
2056,102837.85462074602
1159,362788.6489254548
2645,136989.77021912206
1174,183049.93875233355
2266,210618.73649017216
2462,383439.88481723046
1219,147418.1326556899
2922,171078.51032887335
118,137242.0417059607
474,183960.25707238604
2576,143858.78705708054
872,288410.8150018769
1077,233193.98543855152
1536,121811.00457525285
1150,124272.95081527409
2341,292933.6916802373
1931,145905.08766473428
2785,124573.49506603816
2538,120749.5185698967
597,214778.39173494407
464,196744.7494324422
233,225271.38602899708
2169,136030.96465757524
2123,183224.5885466281
1867,155450.049200546
137,239214.31861207908
515,233717.95402964868
933,106663.44521098018
2784,154792.07087479404
972,151715.9404337741
599,174532.21359049057
2614,131579.91560274683
2582,143845.43739052393
1409,171184.21125591313
175,105304.77522066829
352,214625.64040485997
976,115185.74172329245
2134,184698.76592650416
984,104735.37991460096
2396,340214.5213708262
1673,144743.37255221908
404,122121.14620624497
607,166909.57859999692
814,163002.4515154946
868,186578.0407475364
2271,192478.25523533326
1633,235679.824057967
337,207244.42304529273
2765,173889.19216253422
1746,247095.59495627036
368,319714.88561035827
2806,215404.72181630722
1662,188585.12098561373
1234,224032.07421862154
1373,130374.38094521349
1672,101889.24938395499
1939,119789.63633147308
