id,saleprice
2658,149002.4869337324
2718,169386.49258447794
2414,202608.24414026973
1989,101426.77157230274
625,167160.02318401192
333,98154.268925691
1327,103483.68514913111
858,149884.77923802915
95,182116.62444596612
1568,152188.7274649895
2482,170253.78224364377
1364,115765.67173606943
2584,150713.46257293894
818,304900.62555950554
2673,136037.93332573932
2089,106455.21083486712
1297,141355.86301313477
790,121437.13043116214
2616,175096.23237917456
720,205649.04969501385
222,142033.5609287603
557,126553.85585721952
1148,209250.78017338653
2766,160803.03248271573
534,174538.274905133
1452,106617.3199512662
630,136168.468799801
2648,130775.41493506788
125,161090.59209658316
1904,56777.53058033877
1670,104293.35604983874
756,102710.76963906948
717,269316.4858939517
1032,158630.53510605718
852,228072.06753959428
1731,200873.17793434943
2639,118069.89829827216
2071,80369.86249291728
1267,115329.02976853069
1851,194144.32661486493
567,137942.18512336165
2439,203853.15146484744
1898,148711.07348511086
647,126689.87885161315
2256,223338.61345755312
979,96621.3241866956
1444,219812.86926307724
2485,102179.52416415754
157,129002.3697501403
88,118527.85232167268
2003,100517.20903409229
186,232604.41641965476
1425,261645.96368819798
2695,124172.68740234537
738,92692.26855860831
395,151974.654066212
1353,175325.56526730055
1878,139156.25593522057
390,161480.23940826248
1456,231935.79552458084
1103,315425.494414789
1387,135051.67068556658
2070,146001.53342268584
1199,185308.9048207509
2479,171829.76246258404
501,323362.8448661279
2362,87366.94356272265
1718,201379.03301291683
2188,86321.71654381377
1483,135106.20291007275
2557,87368.9482566413
437,352528.4078152845
2224,188289.69071078103
1628,158115.99926354585
397,133366.43062424337
587,199873.40596485394
2182,734216.3701601357
971,139963.99203625665
2611,125354.13785082463
1887,83616.38532991585
2399,373499.5237673465
2148,208228.82123411927
304,100842.12473415243
1997,132647.9084004715
2817,151562.91295449925
1431,204391.4040623755
427,357146.3864625253
263,118507.2703897832
598,187651.4744187091
2895,252743.23638834053
687,139900.60046746006
1822,133625.3408653477
2191,124585.300677372
179,112132.81049685227
1009,212953.4309449958
2010,124004.92497504887
1991,134567.3300620059
1411,153209.57297815167
1721,257477.54891132502
1144,188030.62127138147
593,218610.89556536355
575,322474.9184143164
1249,161774.63033426285
1604,123893.97892179797
1064,514927.86822625744
1923,148227.93462071382
1988,93426.42704864027
2325,181566.25518636932
114,204524.81717823542
2700,186916.58447258384
217,115328.21195615505
343,168648.59115519602
386,230061.49360439798
2005,111259.41408836722
2908,125248.07019555816
1814,235500.2986089393
2446,515623.67403584893
208,143725.4274822789
1679,113066.2056435927
822,361228.2049724463
6,191829.7726636318
1781,431860.0562195448
2397,286496.00592092215
2340,303786.82946756936
1618,178386.6846552926
2843,149762.88980285943
1061,346760.4440300556
